PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,PitchLocationConfidence,CatcherThrowLocationConfidence,CatcherThrowReleaseConfidence,PitchMovementConfidence
69,2023-01-17,16:46:26.70,2,2,"Humbert, Josnayder",,Left,WOR_PR1,"Ayena, Erickson",,Right,WOR_PR1,Undefined,4,Top,1,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,86.97114,-3.838023,-2.090198,2281.686694,169.328795,11:45,6.50231,-0.56686,5.22896,-17.97599,20.9208,-3.65288,1.3886,-2.837,78.01152,-7.240581,-2.737092,0.448878,,,,,,,,,,,,1.08331,12.11957,0.76216,50,6.13532,4.75167,-125.49156,-8.95993,1.69156,30.31999,-13.24936,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,0355a510-96a8-11ed-a773-df94705731b4,83.97033,,,8.95962,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:46:26.70,2023-01-17T16:46:26.7030704-04:00,2023-01-17T20:46:26.7030704Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.26106,-126.75631,15.15999,6.49754,-8.40726,-6.62468,0.56542,4.68111,0.84578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
70,2023-01-17,16:46:51.49,2,3,"Humbert, Josnayder",,Left,WOR_PR1,"Ayena, Erickson",,Right,WOR_PR1,Undefined,4,Top,1,2,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,87.65299,-3.294439,0.102418,2381.530697,157.314363,11:15,6.46318,-0.7224,5.31416,-17.50674,20.41993,-7.93122,1.90886,-1.28721,78.84812,-6.616931,-1.30635,0.443245,57.16076,-29.289476,68.522234,,,,,5.38572,4.79647,54.692546,0.04707,4.01441,11.74272,0.71914,50,6.15246,0.12866,-126.77728,-7.83164,6.41162,30.42757,-13.41924,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,12257430-96a8-11ed-a773-df94705731b4,85.0375,1.93872,,8.80487,,,,1.84728,1.93872,1.17883,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:46:51.49,2023-01-17T16:46:51.4969776-04:00,2023-01-17T20:46:51.4969776Z,GroundBall,v3,,,,", ccc",,Undefined,WOR_PR1,55.18088,-128.0147,15.21378,6.45986,-7.28592,-6.70962,0.71921,-0.13209,3.20581,180,1.84641,26.88518,,,,,,,,1.94005,-41.18852,,,,,,,,1.17664,68.32977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Low,Low,,High,,,High
71,2023-01-17,16:47:16.65,2,4,"Humbert, Josnayder",,Left,WOR_PR1,"Ayena, Erickson",,Right,WOR_PR1,Undefined,4,Top,1,2,1,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,72.09361,-0.783372,-0.368659,1926.408067,311.295237,4:30,6.1499,-1.12948,5.05836,-61.19173,-5.21473,8.0967,0.31179,-0.80241,66.31861,-11.787077,1.069115,0.538488,,,,,,,,,,,,-4.15276,-1.82504,1.15777,50,6.02666,0.37052,-104.55792,-3.44321,-4.54474,19.50691,-34.17135,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,2136b920-96a8-11ed-a773-df94705731b4,69.99677,,,5.77499,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:47:16.65,2023-01-17T16:47:16.6588080-04:00,2023-01-17T20:47:16.6588080Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.44124,-105.56818,9.75346,6.15915,-1.67347,-17.08568,1.13249,0.60589,-2.27237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
72,2023-01-17,16:47:39.19,2,5,"Humbert, Josnayder",,Left,WOR_PR1,"Ayena, Erickson",,Right,WOR_PR1,Undefined,4,Top,1,2,2,Curveball,Curveball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,70.40603,0.897282,-0.755232,1855.106873,296.647992,4:00,6.19311,-1.18719,5.50368,-64.62602,-7.22367,18.06391,1.64693,-0.38823,64.92873,-10.837026,2.474616,0.545301,,,,,,,,,,,,-9.31831,-3.3141,1.24079,50,6.22811,0.71169,-102.2676,-0.37841,-9.8033,17.9065,-35.66065,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,2e9b1160-96a8-11ed-a773-df94705731b4,69.12227,,,5.4773,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:47:39.19,2023-01-17T16:47:39.1932080-04:00,2023-01-17T20:47:39.1932080Z,,v3,,,,", ccc",,Undefined,WOR_PR1,54.99792,-103.139,8.95325,6.2043,1.35697,-17.83032,1.19455,1.18875,-4.90165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
73,2023-01-17,16:48:05.52,3,1,"Humbert, Josnayder",,Left,WOR_PR1,"Perez, Wilman",,Right,WOR_PR1,Undefined,4,Top,2,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,70.41049,3.954509,-0.540944,2139.309526,307.221884,4:15,6.3118,-0.76701,4.68379,-70.04429,-10.42823,16.35241,4.23595,0.08202,64.14538,-8.633043,2.329044,0.555716,,,,,,,,,,,,-8.07288,-5.56626,0.80654,50,6.65117,0.31529,-101.88184,4.62722,-8.41379,18.05331,-37.97537,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,3e4d0320-96a8-11ed-a773-df94705731b4,67.82676,,,6.26511,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:48:05.52,2023-01-17T16:48:05.5296176-04:00,2023-01-17T20:48:05.5296176Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.81719,-102.90747,9.02666,6.32701,6.78466,-18.98768,0.77505,0.79329,-4.20689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
74,2023-01-17,16:48:20.90,3,2,"Humbert, Josnayder",,Left,WOR_PR1,"Perez, Wilman",,Right,WOR_PR1,Undefined,4,Top,2,1,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,86.17716,-2.983749,-0.259378,2317.812302,175.808987,11:45,6.44987,-0.55293,5.20246,-17.42178,21.44556,-1.47437,2.18926,-0.91974,78.48228,-6.265713,-0.520684,0.448708,,,,,,,,,,,,0.65413,11.92182,0.57807,50,6.16083,0.63189,-124.80171,-7.0365,1.02773,26.01655,-13.44334,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,47697880-96a8-11ed-a773-df94705731b4,84.00216,,,7.69488,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:48:20.90,2023-01-17T16:48:20.9070768-04:00,2023-01-17T20:48:20.9070768Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.29177,-125.90002,13.00828,6.4459,-6.46898,-6.72167,0.55231,0.58851,0.51386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
75,2023-01-17,16:48:40.03,3,3,"Humbert, Josnayder",,Left,WOR_PR1,"Perez, Wilman",,Right,WOR_PR1,Undefined,4,Top,2,1,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,84.88464,-2.832862,-1.471368,2290.440261,191.051857,12:15,6.47662,-0.31889,5.05116,-21.24229,18.94048,3.43941,2.03157,-1.42029,77.59762,-6.774239,-0.863605,0.456238,74.8642,1.945356,167.724934,,,,,34.25297,20.30266,167.670674,0.34763,-2.12701,10.60438,0.45611,50,6.19038,3.00657,-122.9517,-6.79715,-3.25136,24.69794,-15.9641,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,52e67320-96a8-11ed-a773-df94705731b4,82.61578,1.71928,,7.28702,,,,1.63713,1.58203,1.58504,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:48:40.03,2023-01-17T16:48:40.0352432-04:00,2023-01-17T20:48:40.0352432Z,GroundBall,v3,,,,", ccc",,Undefined,WOR_PR1,55.44564,-124.04077,12.34897,6.47459,-6.09321,-7.98205,0.32038,3.14994,-1.62568,,1.63418,-107.11722,17.73257,,,,,,,1.59154,3.35953,-22.90832,,,,,,,1.59747,22.84948,-18.52167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Medium,Medium,,High,,,High
76,2023-01-17,16:49:06.46,3,4,"Humbert, Josnayder",,Left,WOR_PR1,"Perez, Wilman",,Right,WOR_PR1,Undefined,4,Top,2,1,2,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,76.00751,-1.423479,1.126657,2186.014967,291.233304,3:45,6.32346,-1.03621,4.76888,-50.70593,-0.68713,5.42516,0.74787,0.48417,70.92464,-10.469325,2.083304,0.509024,,,,,,,,,,,,-2.39532,0.44047,0.91838,50,6.1361,-2.38762,-110.34811,-4.55853,-2.97973,18.00001,-31.62608,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,6296b730-96a8-11ed-a773-df94705731b4,74.04848,,,5.08287,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:49:06.46,2023-01-17T16:49:06.4604848-04:00,2023-01-17T20:49:06.4604848Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.73142,-111.27909,9,6.32957,-2.92278,-15.81304,1.03788,-2.2335,-1.48987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
77,2023-01-17,16:49:23.00,3,5,"Humbert, Josnayder",,Left,WOR_PR1,"Perez, Wilman",,Right,WOR_PR1,Undefined,4,Top,2,2,2,Curveball,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,75.24667,-1.051864,0.812767,2284.369291,273.295288,3:00,6.33807,-0.84342,4.79877,-50.81081,0.99614,12.83749,1.10694,0.99656,69.07526,-10.18184,3.076687,0.518042,,,,,,,,,,,,-6.03532,1.37839,0.75089,50,6.18961,-2.07237,-109.04459,-3.79602,-7.20868,20.60856,-30.52768,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,6c73bd70-96a8-11ed-a773-df94705731b4,72.75936,,,6.17141,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:49:23.00,2023-01-17T16:49:23.0015664-04:00,2023-01-17T20:49:23.0015664Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.69818,-110.11624,10.30428,6.34573,-2.20858,-15.26384,0.84891,-1.69751,-3.60434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
78,2023-01-17,16:50:15.73,4,1,"Humbert, Josnayder",,Left,WOR_PR1,"Guillen, Steven",,Left,WOR_PR1,Undefined,4,Top,0,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,86.28633,-4.311331,0.229964,2331.928259,164.306659,11:30,6.49047,-0.65169,5.04754,-17.10304,22.12989,-5.82512,0.99102,-0.92021,78.42563,-7.521336,-0.799633,0.450813,,,,,,,,,,,,2.99788,12.74997,0.63479,50,6.06639,-0.24462,-124.76228,-9.95063,4.68398,27.14467,-12.25305,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,8be00560-96a8-11ed-a773-df94705731b4,83.60985,,,7.86071,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:50:15.73,2023-01-17T16:50:15.7342896-04:00,2023-01-17T20:50:15.7342896Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.45041,-125.94255,13.57233,6.48746,-9.41786,-6.12653,0.64986,-0.44829,2.34199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
79,2023-01-17,16:50:45.66,4,2,"Humbert, Josnayder",,Left,WOR_PR1,"Guillen, Steven",,Left,WOR_PR1,Undefined,4,Top,0,0,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,85.2063,-2.444838,-1.011457,2186.838242,164.731872,11:30,6.62115,-0.56564,5.0619,-16.46194,24.17371,-6.16378,2.94219,-2.03315,76.27392,-5.602502,-2.100287,0.458802,34.89156,55.126897,-62.173185,4124.245679,,,,70.07375,57.91777,-62.434873,2.613038,2.71858,13.29359,0.66695,50,6.37694,2.45145,-123.19205,-5.7343,4.08419,29.58602,-12.2029,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,9db91ce0-96a8-11ed-a773-df94705731b4,82.15411,28.84169,,8.93238,,,,2.14467,3.01528,2.00192,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:50:45.66,2023-01-17T16:50:45.6600240-04:00,2023-01-17T20:50:45.6600240Z,GroundBall,v3,,,,", ccc",,Undefined,WOR_PR1,55.43231,-124.48985,14.79301,6.61674,-5.19902,-6.10145,0.56334,2.2723,2.0421,146.040667,2.14517,13.62549,-1.66484,-0.5002,2.07276,-2.04393,1.01144,-0.24937,0.02429,3.0146,42.01616,-18.18464,1.66045,-1.18491,0.66779,-0.20659,0.02855,-0.00109,2.00204,-25.88107,0.93128,-0.30862,0.14659,-0.07649,0.02522,-0.00391,0.00017,,,,,,,,,,,,,,,,,,,,,,,High,High,Medium,,High,,,High
80,2023-01-17,16:51:07.60,4,3,"Humbert, Josnayder",,Left,WOR_PR1,"Guillen, Steven",,Left,WOR_PR1,Undefined,4,Top,0,0,2,Curveball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,77.35895,-3.222945,1.075671,2150.900954,256.174746,2:30,6.29829,-0.55545,4.98664,-44.70892,3.74414,9.01477,-0.47453,1.21162,71.68755,-11.228107,2.672334,0.500993,,,,,,,,,,,,-4.22638,3.15087,0.44399,50,5.95084,-2.45733,-112.08941,-7.86114,-5.3704,20.49159,-28.17028,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,aad26260-96a8-11ed-a773-df94705731b4,75.23542,,,5.67139,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:51:07.60,2023-01-17T16:51:07.6026544-04:00,2023-01-17T20:51:07.6026544Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.51329,-113.09283,10.2458,6.302,-6.48172,-14.08514,0.55788,-2.19436,-2.6852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
81,2023-01-17,16:51:25.04,4,4,"Humbert, Josnayder",,Left,WOR_PR1,"Guillen, Steven",,Left,WOR_PR1,Undefined,4,Top,0,1,2,Curveball,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,73.54189,-1.980238,0.850609,2011.206658,279.434343,3:15,6.3506,-0.72211,4.91405,-53.75936,0.48244,8.41264,-0.00268,0.78328,67.53821,-11.627161,2.339438,0.530076,,,,,,,,,,,,-3.92839,1.3389,0.6316,50,6.11231,-1.90296,-106.52792,-5.48759,-4.45693,20.4676,-30.65503,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,b53fc1c0-96a8-11ed-a773-df94705731b4,71.10758,,,6.00368,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:51:25.04,2023-01-17T16:51:25.0420400-04:00,2023-01-17T20:51:25.0420400Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.5846,-107.59556,10.2338,6.35685,-3.88855,-15.32752,0.7248,-1.67047,-2.22846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
82,2023-01-17,16:51:52.76,5,1,"Humbert, Josnayder",,Left,WOR_PR1,"Lara, Jorge",,Right,WOR_PR1,Undefined,4,Top,1,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,86.11092,-3.133968,0.333013,2314.723767,181.367786,12:00,6.47548,-0.38649,5.16329,-18.63867,20.97726,0.46394,1.96961,-0.0344,77.26292,-6.664263,0.41519,0.453009,66.98309,76.051775,66.100544,,,,,,25.14794,,,-0.11823,11.95012,0.35507,50,6.1697,-0.74436,-124.48027,-7.39105,-0.18163,29.86853,-13.81636,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,c5baa8d0-96a8-11ed-a773-df94705731b4,83.2047,82.42075,,8.848,,,,1.21031,2.42132,0.05152,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:51:52.76,2023-01-17T16:51:52.7624880-04:00,2023-01-17T20:51:52.7624880Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.33073,-125.75285,14.93427,6.47207,-6.80239,-6.90818,0.38662,-0.73663,-0.09082,194.231847,1.21031,9.5938,-11.64774,3.86413,-0.99766,0.2096,-0.02793,-0.00265,0.00137,2.42132,95.34492,-28.42811,3.57506,-0.6339,0.06461,0.01493,-0.01214,0.00246,0.05152,21.65023,-0.05526,-1.36862,0.56247,-0.17379,0.04782,-0.01074,0.00119,,,,,,,,,,,,,,,,,,,,,,,High,High,Low,,High,,,High
83,2023-01-17,16:52:13.96,5,2,"Humbert, Josnayder",,Left,WOR_PR1,"Lara, Jorge",,Right,WOR_PR1,Undefined,4,Top,1,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,85.97189,-3.74798,-0.746025,2319.56531,173.269195,11:45,6.45942,-0.52774,4.94539,-16.77013,23.28883,-2.56492,1.51475,-1.44651,77.26151,-6.930088,-1.198362,0.455535,,,,,,,,,,,,1.00847,13.14205,0.60234,50,6.08241,1.73675,-124.13721,-8.63328,1.54531,29.02098,-12.03583,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,d2571d30-96a8-11ed-a773-df94705731b4,82.74332,,,8.71037,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:52:13.96,2023-01-17T16:52:13.9639472-04:00,2023-01-17T20:52:13.9639472Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.54663,-125.4272,14.51049,6.45427,-8.09828,-6.01791,0.52667,1.66806,0.77266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
84,2023-01-17,16:52:31.88,5,3,"Humbert, Josnayder",,Left,WOR_PR1,"Lara, Jorge",,Right,WOR_PR1,Undefined,4,Top,1,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,85.80751,-1.453956,2.150353,2287.516264,175.816299,11:45,6.48913,-0.62981,5.21727,-18.94099,20.50659,-1.39638,3.54239,1.27663,77.47938,-5.037049,1.903157,0.452045,,,,,,,,,,,,1.35118,11.03512,0.43227,50,6.34113,-4.59805,-124.17789,-3.73013,2.08676,27.40109,-15.13141,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,dd135fe0-96a8-11ed-a773-df94705731b4,83.38205,,,8.32813,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:52:31.88,2023-01-17T16:52:31.8894768-04:00,2023-01-17T20:52:31.8894768Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.27406,-125.33626,13.70055,6.4853,-3.09046,-7.56571,0.62852,-4.68627,1.04338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
85,2023-01-17,16:52:50.14,5,4,"Humbert, Josnayder",,Left,WOR_PR1,"Lara, Jorge",,Right,WOR_PR1,Undefined,4,Top,1,2,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,75.64157,-1.078059,0.460047,2089.222789,297.68326,4:00,6.30322,-0.69429,4.93424,-57.10763,-5.76748,14.42583,0.52513,0.9427,69.20221,-11.331007,3.014604,0.515703,,,,,,,,,,,,-6.9626,-1.93036,0.63713,50,6.15127,-1.46318,-109.60785,-4.08281,-8.33466,22.26571,-34.4848,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,e7edb1e0-96a8-11ed-a773-df94705731b4,73.0894,,,6.43937,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:52:50.14,2023-01-17T16:52:50.1495984-04:00,2023-01-17T20:52:50.1495984Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.56423,-110.7324,11.13285,6.31349,-2.34112,-17.2424,0.70039,-1.04223,-4.16733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
86,2023-01-17,16:53:24.85,5,5,"Humbert, Josnayder",,Left,WOR_PR1,"Lara, Jorge",,Right,WOR_PR1,Undefined,4,Top,1,3,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,87.61751,-2.379788,-0.411009,2361.327214,165.029549,11:30,6.47419,-0.60352,5.13983,-19.29229,18.63277,-4.61756,2.62436,-1.37533,79.23575,-6.001477,-1.228491,0.443236,57.66728,28.862864,81.767844,5425.082139,,,,,66.46159,,,2.16602,10.40816,0.64573,50,6.23706,1.12182,-126.85499,-5.90751,3.48744,28.83687,-15.4161,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,fc96d950-96a8-11ed-a773-df94705731b4,85.03929,25.16333,,8.38176,,,,0.09285,2.48392,1.40395,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:53:24.85,2023-01-17T16:53:24.8516272-04:00,2023-01-17T20:53:24.8516272Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.35504,-128.06652,14.41844,6.47164,-5.25983,-7.70805,0.60168,0.9753,1.74372,,0.09285,10.60579,-7.09837,0.8333,0.04601,-0.67402,1.05891,-0.82187,0.25718,2.48392,40.82737,-19.62556,1.88362,-0.37202,0.2154,-0.19946,0.13719,-0.03999,1.40395,73.30851,-6.97597,-0.14626,0.37414,-1.02236,1.4808,-1.13484,0.35293,,,,,,,,,,,,,,,,,,,,,,,High,Low,Low,,High,,,High
87,2023-01-17,16:53:50.79,5,6,"Humbert, Josnayder",,Left,WOR_PR1,"Lara, Jorge",,Right,WOR_PR1,Undefined,4,Top,1,3,2,Curveball,Curveball,FoulBall,Undefined,Undefined,Undefined,0,0,,72.5383,1.675199,-0.93868,1975.219108,278.321534,3:15,6.2355,-0.86005,4.87219,-55.14586,0.0235,11.63005,3.22586,-0.7792,66.67781,-8.285263,1.111622,0.534589,,,,,,,,,,,,-6.05603,-0.03992,0.94175,50,6.35313,1.28452,-105.23164,1.23818,-6.78762,17.93491,-32.2188,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,0c223040-96a9-11ed-a773-df94705731b4,70.50726,,,5.86049,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:53:50.79,2023-01-17T16:53:50.7909296-04:00,2023-01-17T20:53:50.7909296Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.62825,-106.18654,8.96745,6.24154,2.9536,-16.1094,0.86373,1.64591,-3.39381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
