PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,PitchLocationConfidence,CatcherThrowLocationConfidence,CatcherThrowReleaseConfidence,PitchMovementConfidence
100,2023-01-17,16:59:21.09,3,4,"Vicente, Jhon",,Right,WOR_PR1,"Perez, Wilman",,Right,WOR_PR1,Undefined,5,Top,1,2,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,86.86178,-4.946329,-4.206783,2198.68767,203.870942,12:45,6.24477,0.69588,5.20197,-13.77843,25.30726,10.52134,0.42031,-2.39099,78.10849,-7.606757,-2.350463,0.449967,,,,,,,,,,,,-6.56721,14.61186,-0.31391,50,5.77498,8.71183,-125.01207,-11.20231,-10.22722,28.94318,-9.41877,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,d0e82e70-96a9-11ed-a773-df94705731b4,83.76721,,,8.75329,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:59:21.09,2023-01-17T16:59:21.0983600-04:00,2023-01-17T20:59:21.0983600Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.29156,-126.23124,14.47159,6.2385,-10.80557,-4.70938,-0.68995,9.14263,-5.11361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
101,2023-01-17,16:59:47.25,3,5,"Vicente, Jhon",,Right,WOR_PR1,"Perez, Wilman",,Right,WOR_PR1,Undefined,5,Top,1,3,1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,87.40665,-1.998045,-2.82634,2310.098786,208.62097,1:00,6.1807,1.05828,5.34441,-14.70765,23.21139,11.90654,3.07781,-0.60283,78.73787,-4.83737,-0.714618,0.4432,,,,,,,,,,,,-6.8237,12.63237,-0.81219,50,5.99055,5.70318,-126.46271,-4.81574,-10.90716,28.91386,-11.98221,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,e0851190-96a9-11ed-a773-df94705731b4,85.04605,,,8.66878,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,20:59:47.25,2023-01-17T16:59:47.2541872-04:00,2023-01-17T20:59:47.2541872Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.15014,-127.63479,14.45693,6.17592,-4.33002,-5.99111,-1.05235,6.14532,-5.45358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
102,2023-01-17,17:00:03.23,3,6,"Vicente, Jhon",,Right,WOR_PR1,"Perez, Wilman",,Right,WOR_PR1,Undefined,5,Top,1,3,2,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,85.6763,-3.966509,-3.620156,2101.201173,213.958743,1:15,6.26973,0.49093,5.17284,-18.05261,22.10564,13.82079,1.01934,-1.76852,76.912,-7.392476,-1.178298,0.456098,,,,,,,,,,,,-8.02304,12.7389,-0.16435,50,5.88632,7.18367,-123.51545,-9.11652,-12.16486,28.84835,-12.85877,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,ea161ab0-96a9-11ed-a773-df94705731b4,82.64102,,,8.7643,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:00:03.23,2023-01-17T17:00:03.2373936-04:00,2023-01-17T21:00:03.2373936Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.3203,-124.75188,14.42418,6.26524,-8.5654,-6.42938,-0.48341,7.70505,-6.08243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
103,2023-01-17,17:00:24.44,4,1,"Vicente, Jhon",,Right,WOR_PR1,"Soriano, Adrian",,Right,WOR_PR1,Undefined,5,Top,1,0,0,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Single,0,0,,84.37361,-2.492785,-1.758063,2150.173441,219.245335,1:15,6.24141,0.60725,5.24332,-19.81962,20.68643,15.76359,2.2445,0.26816,76.78097,-6.214969,1.037133,0.45807,79.50589,14.920757,8.773279,1379.526256,108.011,16.98572,20.82226,190.46159,187.55313,12.584498,2.157346,-8.40685,11.48422,-0.45801,50,5.99813,3.07136,-122.23554,-5.94085,-12.64864,25.34716,-14.89535,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,f6be00c0-96a9-11ed-a773-df94705731b4,82.28539,17.1282,,7.59264,,,,0.55397,2.17892,-0.30424,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:00:24.44,2023-01-17T17:00:24.4443312-04:00,2023-01-17T21:00:24.4443312Z,LineDrive,v3,,,,", ccc",,Undefined,WOR_PR1,55.25382,-123.32017,12.67358,6.23871,-5.30345,-7.44767,-0.60101,3.61261,-6.32432,225.968375,0.55396,111.35923,-16.86642,3.37112,-0.6014,0.05177,0.0101,-0.00392,0.00039,2.17893,30.02373,-15.75515,0.76231,-0.13523,0.07448,-0.03048,0.00708,-0.00063,-0.30423,17.18475,2.44783,-1.11072,0.24311,0.01638,-0.02908,0.00793,-0.00072,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,High,,,High
104,2023-01-17,17:00:53.05,5,1,"Vicente, Jhon",,Right,WOR_PR1,"Guillen, Steven",,Left,WOR_PR1,Undefined,5,Top,1,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,85.8098,-3.878409,-2.065372,2191.027395,219.376623,1:15,6.21363,1.02717,5.21237,-18.82611,20.89237,15.91127,0.98985,0.41013,77.3975,-7.427523,0.754343,0.453594,,,,,,,,,,,,-8.67556,12.14658,-0.84903,50,5.84131,3.77675,-123.99876,-8.99793,-13.28592,28.58696,-13.57251,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,07c2d850-96aa-11ed-a773-df94705731b4,83.09722,,,8.4123,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:00:53.05,2023-01-17T17:00:53.0501808-04:00,2023-01-17T21:00:53.0501808Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.28463,-125.21116,14.29348,6.21071,-8.4223,-6.78625,-1.02115,4.34022,-6.64296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
105,2023-01-17,17:01:12.26,5,2,"Vicente, Jhon",,Right,WOR_PR1,"Guillen, Steven",,Left,WOR_PR1,Undefined,5,Top,1,0,1,Curveball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,74.89847,2.015587,-0.556235,2462.515194,136.583844,10:30,6.03006,1.04597,4.86545,-47.61447,4.14693,-2.39752,3.97059,0.31975,68.63014,-6.621301,-0.978405,0.517815,,,,,,,,,,,,1.02803,1.97047,-0.98906,50,6.18825,1.15028,-108.59665,2.18671,1.22886,18.83979,-29.81861,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,133376e0-96aa-11ed-a773-df94705731b4,72.79138,,,6.26834,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:01:12.26,2023-01-17T17:01:12.2613424-04:00,2023-01-17T21:01:12.2613424Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.63213,-109.56938,9.41989,6.03561,3.72629,-14.9093,-1.04681,1.08683,0.61443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
106,2023-01-17,17:01:27.98,5,3,"Vicente, Jhon",,Right,WOR_PR1,"Guillen, Steven",,Left,WOR_PR1,Undefined,5,Top,1,1,1,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.86914,-2.353661,1.015422,2168.210838,219.144667,1:15,6.30264,0.75455,5.0057,-22.53753,18.54973,14.03737,2.20121,2.88292,76.963,-6.511886,3.492977,0.461344,,,,,,,,,,,,-6.67378,10.23611,-0.86389,50,6.05893,-2.77269,-121.58079,-5.75838,-10.00103,23.5774,-16.83464,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,1c961d00-96aa-11ed-a773-df94705731b4,81.70133,,,6.90614,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:01:27.98,2023-01-17T17:01:27.9853744-04:00,2023-01-17T21:01:27.9853744Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.49138,-122.64108,11.7887,6.30086,-5.00132,-8.41732,-0.74932,-2.32294,-5.00052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
107,2023-01-17,17:01:47.06,5,4,"Vicente, Jhon",,Right,WOR_PR1,"Guillen, Steven",,Left,WOR_PR1,Undefined,5,Top,1,2,1,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,84.95512,-2.556409,-2.349483,2135.337129,225.617255,1:30,6.20576,0.52337,5.07255,-21.69375,18.3893,17.43139,1.98421,-0.24028,77.61823,-6.584024,0.731017,0.455671,63.92514,-5.999241,20.763811,,,,,20.77111,20.77111,18.87663,0.187894,-9.45308,10.28579,-0.31533,50,5.94654,4.30214,-123.08456,-6.23327,-14.47063,24.919,-16.42867,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,27f2e570-96aa-11ed-a773-df94705731b4,82.71847,2.09065,,7.33689,,,,3.75086,2.09065,0.28233,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:01:47.06,2023-01-17T17:01:47.0679728-04:00,2023-01-17T21:01:47.0679728Z,GroundBall,v3,,,,", ccc",,Undefined,WOR_PR1,55.42722,-124.17847,12.4595,6.20434,-5.51208,-8.21433,-0.51813,4.93737,-7.23532,237.930991,3.75141,87.14868,-13.38888,,,,,,,2.0905,-9.78816,-7.11573,,,,,,,0.28179,33.09384,6.25131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Low,Low,,High,,,High
108,2023-01-17,17:02:13.67,6,1,"Vicente, Jhon",,Right,WOR_PR1,"Lara, Jorge",,Left,WOR_PR1,Undefined,5,Top,2,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,74.0189,2.070074,-1.804511,2543.008805,132.42238,10:30,6.11733,0.85654,4.55741,-45.75152,8.79835,-7.47398,4.27676,-1.48432,66.75153,-6.252861,-3.111019,0.531579,,,,,,,,,,,,3.03524,4.20461,-0.66169,50,6.29047,3.68209,-106.9757,2.28876,3.46505,21.0092,-27.37403,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,37d77ff0-96aa-11ed-a773-df94705731b4,70.9065,,,7.26737,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:02:13.67,2023-01-17T17:02:13.6725168-04:00,2023-01-17T21:02:13.6725168Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.93598,-108.1352,10.5046,6.12246,3.79953,-13.68701,-0.85963,3.49085,1.73252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
109,2023-01-17,17:02:30.26,6,2,"Vicente, Jhon",,Right,WOR_PR1,"Lara, Jorge",,Left,WOR_PR1,Undefined,5,Top,2,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,85.68892,-1.102,-0.996704,2283.084525,212.864503,1:00,6.27667,0.7602,5.08492,-17.38497,22.1517,13.42745,3.78894,0.93961,77.62102,-4.399571,1.377037,0.452555,,,,,,,,,,,,-6.92815,11.70473,-0.67683,50,6.15951,1.54842,-124.17572,-2.91752,-10.73394,26.66055,-14.03966,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,41af5610-96aa-11ed-a773-df94705731b4,83.28807,,,8.06789,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:02:30.26,2023-01-17T17:02:30.2625968-04:00,2023-01-17T21:02:30.2625968Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.41013,-125.33189,13.33028,6.27283,-2.30867,-7.01983,-0.75407,2.01391,-5.36697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
110,2023-01-17,17:02:46.68,6,3,"Vicente, Jhon",,Right,WOR_PR1,"Lara, Jorge",,Left,WOR_PR1,Undefined,5,Top,2,2,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.88078,-0.583397,-1.943434,2110.688119,219.106642,1:15,6.22907,0.62545,5.02075,-24.93112,17.51277,13.02638,3.60061,-0.12368,75.0305,-5.225243,0.355994,0.468899,,,,,,,,,,,,-7.02268,9.27815,-0.4503,50,6.15392,3.49805,-120.04246,-2.05515,-10.15374,25.21929,-18.75918,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,4b748e90-96aa-11ed-a773-df94705731b4,80.38505,,,7.85028,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:02:46.68,2023-01-17T17:02:46.6802864-04:00,2023-01-17T21:02:46.6802864Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.47441,-121.1871,12.60965,6.22788,-1.20372,-9.37959,-0.61952,3.9589,-5.07687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
111,2023-01-17,17:03:09.72,6,4,"Vicente, Jhon",,Right,WOR_PR1,"Lara, Jorge",,Left,WOR_PR1,Undefined,5,Top,2,2,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,85.15658,-2.061624,-3.650764,2076.718442,218.235461,1:15,6.18421,0.94683,5.37133,-22.07198,17.77147,12.87985,2.40722,-1.40728,77.09111,-6.201339,-1.366942,0.454307,,,,,,,,,,,,-7.52355,9.94477,-0.62846,50,5.98384,7.28861,-123.14788,-5.14209,-11.44555,26.59073,-17.04513,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,59302e90-96aa-11ed-a773-df94705731b4,82.96681,,,8.06547,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:03:09.72,2023-01-17T17:03:09.7215152-04:00,2023-01-17T21:03:09.7215152Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.12324,-124.24919,13.29536,6.18219,-4.43613,-8.52257,-0.94015,7.76265,-5.72277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
112,2023-01-17,17:03:24.41,6,5,"Vicente, Jhon",,Right,WOR_PR1,"Lara, Jorge",,Left,WOR_PR1,Undefined,5,Top,2,3,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,85.87099,-3.685071,-1.85441,2228.618371,221.212433,1:15,6.16531,0.77338,5.19656,-19.53442,19.62237,16.0271,1.06464,0.36409,78.43926,-7.326465,0.985613,0.450376,45.80447,-36.597774,92.095184,,,,,3.40758,3.20016,22.806644,0.031624,-8.6,11.26784,-0.6144,50,5.80908,3.33115,-124.30965,-8.64656,-13.41482,25.64821,-14.5978,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,61f4e700-96aa-11ed-a773-df94705731b4,83.69108,1.27216,,7.43173,,,,3.2038,1.27216,-0.39111,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:03:24.41,2023-01-17T17:03:24.4123824-04:00,2023-01-17T21:03:24.4123824Z,GroundBall,v3,,,,", ccc",,Undefined,WOR_PR1,55.3022,-125.39886,12.8241,6.16311,-8.02663,-7.2989,-0.76796,3.90084,-6.70741,,3.20384,-1.98051,,,,,,,,1.27306,-40.22841,,,,,,,,-0.39232,54.13578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Low,Low,,High,,,High
113,2023-01-17,17:03:52.20,6,6,"Vicente, Jhon",,Right,WOR_PR1,"Lara, Jorge",,Left,WOR_PR1,Undefined,5,Top,2,3,2,ChangeUp,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,81.16006,-0.851931,-2.921847,1765.79483,237.06557,2:00,6.10596,1.24462,5.2557,-29.78328,14.57387,19.87745,2.82246,0.1534,72.87429,-6.39964,0.60136,0.479351,,,,,,,,,,,,-10.81292,8.04666,-0.99167,50,6.00649,5.13637,-117.38654,-2.71876,-14.79788,26.19948,-21.16188,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,7286ff90-96aa-11ed-a773-df94705731b4,78.6323,,,8.28578,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:03:52.20,2023-01-17T17:03:52.2091184-04:00,2023-01-17T21:03:52.2091184Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.23824,-118.5499,13.09974,6.10635,-1.77909,-10.58094,-1.23433,5.79345,-7.39894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
114,2023-01-17,17:08:00.93,1,1,"Humbert, Josnayder",,Left,WOR_PR1,"Hilario, Cristopher",,Right,WOR_PR1,Undefined,6,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,84.60441,-1.486817,-2.546701,2260.823571,184.203466,12:15,6.46476,-0.83219,5.00468,-19.74859,21.33513,1.45567,3.41386,-3.11644,76.11934,-5.21475,-2.290164,0.461324,,,,,,,,,,,,-1.5265,11.41997,1.07568,50,6.30675,5.37202,-122.30303,-3.78974,-2.2783,27.41418,-15.12983,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,06c289e0-96ab-11ed-a773-df94705731b4,81.70487,,,8.48507,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:08:00.93,2023-01-17T17:08:00.9330352-04:00,2023-01-17T21:08:00.9330352Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.48622,-123.52664,13.70709,6.46083,-3.11443,-7.56491,0.83364,5.47371,-1.13915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
115,2023-01-17,17:08:18.31,1,2,"Humbert, Josnayder",,Left,WOR_PR1,"Hilario, Cristopher",,Right,WOR_PR1,Undefined,6,Top,0,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,84.32435,-5.366603,1.641323,2135.282408,185.071732,12:15,6.48017,-0.74465,5.067,-20.07966,20.74155,1.72165,-0.27005,0.94679,77.55722,-9.059578,1.945635,0.459848,,,,,,,,,,,,-0.41638,12.22241,0.58734,50,5.95386,-3.5637,-121.81623,-12.10974,-0.62658,23.60446,-13.78177,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,112a1ce0-96ab-11ed-a773-df94705731b4,81.96718,,,6.76713,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:08:18.31,2023-01-17T17:08:18.3190192-04:00,2023-01-17T21:08:18.3190192Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.43173,-122.86424,11.80223,6.47793,-11.49785,-6.89089,0.74494,-3.53588,-0.31329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
116,2023-01-17,17:08:38.89,1,3,"Humbert, Josnayder",,Left,WOR_PR1,"Hilario, Cristopher",,Right,WOR_PR1,Undefined,6,Top,0,2,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,84.51362,-3.150293,-0.251027,2263.713051,173.96062,11:45,6.43002,-0.76181,5.27267,-20.46351,19.65371,-1.94126,1.76272,-1.15937,77.44913,-6.961409,-0.595631,0.455866,,,,,,,,,,,,0.9052,11.11182,0.78623,50,6.12745,0.61949,-122.48734,-7.39474,1.3758,24.09475,-15.28534,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,1d6b2ad0-96ab-11ed-a773-df94705731b4,82.68322,,,7.06449,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:08:38.89,2023-01-17T17:08:38.8991664-04:00,2023-01-17T21:08:38.8991664Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.22446,-123.51078,12.04738,6.42776,-6.74549,-7.64267,0.76116,0.56106,0.6879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
117,2023-01-17,17:08:59.30,2,1,"Humbert, Josnayder",,Left,WOR_PR1,"Chacon, Anderson",,Right,WOR_PR1,Undefined,6,Top,1,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,74.23115,2.186061,-1.304098,2042.385441,291.662496,3:45,6.37592,-0.88036,4.87562,-57.13932,-3.96355,14.52532,3.68432,-0.90408,67.57617,-8.14823,1.256288,0.524842,,,,,,,,,,,,-7.4576,-1.94945,0.99592,50,6.54308,1.85094,-107.52068,2.09362,-8.65391,20.16335,-34.43619,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,29a31100-96ab-11ed-a773-df94705731b4,71.81678,,,6.65498,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:08:59.30,2023-01-17T17:08:59.3017512-04:00,2023-01-17T21:08:59.3017512Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.62189,-108.56983,10.08168,6.38753,3.88543,-17.2181,0.8879,2.30123,-4.32696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
118,2023-01-17,17:09:18.39,2,2,"Humbert, Josnayder",,Left,WOR_PR1,"Chacon, Anderson",,Right,WOR_PR1,Undefined,6,Top,1,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,85.18433,-0.797728,-0.046006,2238.155211,177.420086,12:00,6.48612,-0.69848,5.14216,-20.08769,19.58237,-0.82413,4.06099,-0.81048,77.64498,-4.563111,-0.191877,0.453318,,,,,,,,,,,,0.39264,10.32363,0.70344,50,6.39645,0.13666,-123.53264,-2.36374,0.60615,24.81752,-16.23585,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,34ea55a0-96ab-11ed-a773-df94705731b4,83.14793,,,7.53935,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:09:18.39,2023-01-17T17:09:18.3935656-04:00,2023-01-17T21:09:18.3935656Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.35165,-124.60314,12.40876,6.48331,-1.66341,-8.11792,0.6981,0.11052,0.30308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
119,2023-01-17,17:09:36.21,2,3,"Humbert, Josnayder",,Left,WOR_PR1,"Chacon, Anderson",,Right,WOR_PR1,Undefined,6,Top,1,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,83.54279,-2.748834,0.047863,2204.333117,159.761874,11:15,6.38635,-0.7665,5.10181,-22.60167,19.25367,-6.53347,1.91077,-1.26585,75.56997,-6.966751,-1.108404,0.465636,,,,,,,,,,,,3.21843,10.84524,0.76714,50,6.10995,0.19412,-120.85796,-6.52833,4.70186,26.25184,-16.32994,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,3f8a36b0-96ab-11ed-a773-df94705731b4,80.94825,,,7.97282,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:09:36.21,2023-01-17T17:09:36.2175144-04:00,2023-01-17T21:09:36.2175144Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.39015,-122.02315,13.12592,6.38363,-5.80353,-8.16497,0.76316,-0.01457,2.35093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
